13,17,10,7,2,4,1,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
14,15,10,10,2,3,0,0,2,3,1,0,1,2,0,1,0,0,1,0,0,1,0,0
8,13,6,4,1,1,1,0,2,0,0,0,1,2,0,0,1,0,1,0,1,1,0,0
4,5,3,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,1,2,2,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5,7,3,3,2,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5,7,1,2,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,5,0,3,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0
6,1,3,1,0,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,5,3,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,2,1,1,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
