19,12,8,8,2,5,3,3,2,5,2,1,1,0,3,0,0,1,1,0,1,0,0,1
14,16,11,11,5,7,6,5,0,6,4,3,1,1,1,3,0,0,0,0,1,1,0,0
12,10,7,9,5,2,3,0,0,4,0,0,1,1,1,1,0,1,1,0,0,0,0,0
6,5,6,0,7,2,0,2,0,1,1,1,2,3,0,1,0,0,0,0,0,1,0,0
2,2,4,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6,4,5,3,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
